F01286,F01287,F01289,F01290,F00679,F00727,F00709
Helianthemum,apenninum,Cistaceae,Malvales,-1.2923405753476298,4.57347931500793,-1.8934634581353489
Helianthemum,oelandicum,Cistaceae,Malvales,-1.1163507469876612,4.306348587379058,-1.2487836186208534
Helianthemum,syriacum,Cistaceae,Malvales,-0.7452829349804738,1.3568929599401491,-0.3220562723597662
Helianthus,agrestis,Asteraceae,Asterales,-0.6488566675108559,5.413118182025214,-3.270169119255751
Helianthus,angustifolius,Asteraceae,Asterales,-0.5983864213564506,5.7826039240768505,-3.4845789906012063
Helianthus,annuus,Asteraceae,Asterales,-0.5339972407402029,5.49425414742403,-3.391247050808987
Helianthus,argophyllus,Asteraceae,Asterales,-0.7637472571951524,5.63981268065158,-3.4420193761824103
Helianthus,atrorubens,Asteraceae,Asterales,-0.6416097839677622,5.60285655606624,-3.4112477175156566
Helianthus,carnosus,Asteraceae,Asterales,-0.4752483078936949,5.6008018408809885,-3.4420193761824103
Helianthus,cusickii,Asteraceae,Asterales,-0.5165030599496425,5.1800404589569835,-3.366795954944823
Helianthus,debilis,Asteraceae,Asterales,-0.8116420645202245,5.774240938304763,-3.3813947543659757
Helianthus,floridanus,Asteraceae,Asterales,-0.4061756504836199,5.50577859046014,-3.366795954944823
Helianthus,giganteus,Asteraceae,Asterales,-0.7564867052255949,5.156696196880458,-2.6980998702490417
Helianthus,grosseserratus,Asteraceae,Asterales,-0.6766220851749594,5.358588984889605,-3.3242363405260273
Helianthus,heterophyllus,Asteraceae,Asterales,-0.45917382781447247,5.604109458172135,-3.5578511917075324
Helianthus,longifolius,Asteraceae,Asterales,-0.7639208367031093,5.85574027569081,-3.4845789906012063
Helianthus,maximiliani,Asteraceae,Asterales,-0.641252355128475,5.588259383400662,-3.3382225825007668
Helianthus,mollis,Asteraceae,Asterales,-0.790852825200569,5.658174741178069,-3.366795954944823
Helianthus,neglectus,Asteraceae,Asterales,-0.9305335053418341,5.5967724511598815,-3.506557897319982
Helianthus,niveus,Asteraceae,Asterales,-0.5583792527602542,5.549348421349137,-3.079113882493042
Helianthus,occidentalis,Asteraceae,Asterales,-0.7811273685135821,5.692788933181335,-3.3242363405260273
Helianthus,pauciflorus,Asteraceae,Asterales,-1.0216512475319814,3.9512437185814275,-1.6607312068216509
Helianthus,petiolaris,Asteraceae,Asterales,-0.7987436685014857,5.6947249118337,-3.4577677331505496
Helianthus,porteri,Asteraceae,Asterales,-0.7703298974643312,5.974860797941202,-3.391247050808987
Helianthus,praecox,Asteraceae,Asterales,-0.8292986425705315,5.948844061271341,-3.3813947543659757
Helianthus,radula,Asteraceae,Asterales,-0.570062640522608,5.563677139995326,-3.218875824868201
Helianthus,salicifolius,Asteraceae,Asterales,-0.9083546435927543,5.513247278087744,-3.2834143460057716
Helianthus,silphioides,Asteraceae,Asterales,-0.6064274202529941,5.455534767746079,-3.2441936328524905
Helianthus,verticillatus,Asteraceae,Asterales,-0.6069735118499393,5.432564128235085,-3.1820618517454844
Helichrysum,italicum,Asteraceae,Asterales,-1.1509060833892437,2.91169127715811,-0.021636704387783364
Helichrysum,stoechas,Asteraceae,Asterales,-0.7093781936703626,1.8107268950627968,-0.42663581031221204
Helicia,formosana,Proteaceae,Proteales,-1.691407475301351,4.5830268213024015,-0.3285040669720361
Helicostylis,scabra,Moraceae,Rosales,-1.0328245481301066,3.8726582819058692,-1.4567168254164364
Helicostylis,tomentosa,Moraceae,Rosales,-1.672910335389674,4.7632638952758155,-1.2046055144447754
Helicostylis,tovarensis,Moraceae,Rosales,-1.2626028887773406,3.66576738980713,-0.8987340390173091
Heliocarpus,americanus,Malvaceae,Malvales,-0.633218640952529,3.2491175814646787,-1.608388766729972
Heliopsis,helianthoides,Asteraceae,Asterales,-0.9675840262617056,4.1588830833596715,-1.9661128563728327
Heptapleurum,heptaphyllum,Araliaceae,Apiales,-1.3072983548933927,5.059335988231617,-2.2072749131897207
Heptapleurum,minutistellatum,Araliaceae,Apiales,-1.1007245178543839,3.635214929528243,-1.0498221244986778
Hesperostipa,comata,Poaceae,Poales,-1.5216232860523249,4.70389731137906,-1.104521694865857
Hesperostipa,spartea,Poaceae,Poales,-1.3878956424868645,4.016647616554643,-0.9335801435939486
Heuchera,richardsonii,Saxifragaceae,Saxifragales,-1.5789087073992776,4.5134432929167865,-1.0498221244986778
Hieronyma,asperifolia,Phyllanthaceae,Malpighiales,-0.25967787604218356,1.9834437800640559,-1.1101868120206015
Hieronyma,fendleri,Phyllanthaceae,Malpighiales,-0.12151783553442967,1.687165956662953,-1.1835119149736
Hieronyma,macrocarpa,Phyllanthaceae,Malpighiales,-0.616186139423817,2.6405642935744855,-1.1672232605879849
Hieronyma,oblonga,Phyllanthaceae,Malpighiales,-0.2896840751224541,2.1258566252555755,-1.2952281213757957
Hoheria,lyallii,Malvaceae,Malvales,-0.6172449007720592,3.6376550512630836,-2.104053649425095
Hoheria,sexstylosa,Malvaceae,Malvales,-0.24613500752528245,3.1747385806282606,-2.388883055433454
Holcus,lanatus,Poaceae,Poales,-2.0402208285265546,5.616771097666572,-1.5141277326297755
Horsfieldia,amygdalina,Myristicaceae,Magnoliales,-0.16165655674218962,1.2818418658645108,-0.6767830483140733
Hosta,ventricosa,Asparagaceae,Asparagales,-0.8988192509621502,4.101969221654853,-2.0661963122982363
Hymenopus,adolphoduckei,Chrysobalanaceae,Malpighiales,-0.7635696448564911,2.8419981736119486,-0.8393296907380268
Hymenopus,caudatus,Chrysobalanaceae,Malpighiales,-0.7985076962177716,2.7880929087757464,-0.8580218237501793
Hymenopus,macrophyllus,Chrysobalanaceae,Malpighiales,-0.8301130356331028,2.825536896557877,-0.7444404749474959
Hymenopus,reticulatus,Chrysobalanaceae,Malpighiales,-0.6772738314036552,2.703372611551099,-0.6443570163905132
Hymenopus,sothersiae,Chrysobalanaceae,Malpighiales,-0.8627499649461253,2.644044871126298,-0.6143360001356555
Hymenoxys,richardsonii,Asteraceae,Asterales,-1.26443077336305,4.235371220014702,-1.4600605123164376
Hypobathrum,racemosum,Rubiaceae,Gentianales,-0.7714871720111968,2.4349198419260096,-0.6211088676741696
Ilex,laurina,Aquifoliaceae,Aquifoliales,-0.7442476598533103,2.8678073172395506,-1.1175745731537348
Ilex,macropoda,Aquifoliaceae,Aquifoliales,-1.171182981502945,4.40745068701404,-1.4271163556401458
Ilex,opaca,Aquifoliaceae,Aquifoliales,-0.7905983466406129,3.4221609714634993,-1.8255748177227855
Ilex,pedunculosa,Aquifoliaceae,Aquifoliales,-1.2039728043259361,4.00369019395397,-1.2378743560016174
Ilex,teratopis,Aquifoliaceae,Aquifoliales,-0.5304332700721992,1.9828099600773286,-0.6580511931733615
Ilex,verticillata,Aquifoliaceae,Aquifoliales,-0.44926026810783587,3.423506973046555,-2.282938095454607
Imbralyx,leptobotrys,Fabaceae,Fabales,-0.7533927068671636,3.0030105991646803,-1.1439646799559864
Inga,alba,Fabaceae,Fabales,-0.527632742082372,2.540814281726296,-0.9187938620922735
Inga,auristellae,Fabaceae,Fabales,-0.770028224895903,2.966303462863179,-1.152013065395225
Inga,bicoloriflora,Fabaceae,Fabales,-0.5191938734365074,2.5718485799218085,-1.0244328904938582
Inga,brevipes,Fabaceae,Fabales,-0.8989420935395421,3.1432898379116057,-1.0244328904938582
Inga,cayennensis,Fabaceae,Fabales,-0.6871651088823978,2.854168709232204,-1.2378743560016174
Inga,cordatoalata,Fabaceae,Fabales,-0.2930296787783762,2.0241930674493576,-0.8347107448817322
Inga,extra-nodis,Fabaceae,Fabales,-0.6681164136379998,2.744090559502368,-0.9534312379592068
Inga,gracilifolia,Fabaceae,Fabales,-0.5960204698292225,2.5217206229107165,-0.8603830999358592
Inga,huberi,Fabaceae,Fabales,-0.7507762933965817,2.9882040071331994,-1.2378743560016174
Inga,lateriflora,Fabaceae,Fabales,-0.33547273628812946,2.3608540011180215,-1.2517634681622845
Inga,loubryana,Fabaceae,Fabales,-0.7719739611059164,3.0538935636232005,-1.0364790040441614
Inga,macrophylla,Fabaceae,Fabales,-0.8556661100577202,3.2375012889913655,-1.2344320118106447
Inga,marginata,Fabaceae,Fabales,-0.6287961770026967,2.4993008542721795,-0.9185331183111102
Inga,nobilis,Fabaceae,Fabales,-0.6937473606319777,2.4098537866217455,-0.7814397874287006
Inga,obidensis,Fabaceae,Fabales,-0.5208759596194922,2.2905125117597764,-0.9238189982949466
Inga,paraensis,Fabaceae,Fabales,-0.6891551592904078,2.702702594775615,-0.991553216374702
Inga,rubiginosa,Fabaceae,Fabales,-0.3948219480096846,2.0464513198324688,-0.8599106646636656
Inga,ruiziana,Fabaceae,Fabales,-0.6597124044737079,2.9090844668283187,-1.2378743560016174
Inga,splendens,Fabaceae,Fabales,-0.6635883783184009,2.545531271604435,-0.941608539858445
Inga,stipularis,Fabaceae,Fabales,-0.3627060817550682,2.0928783296375055,-0.6885319770148005
Inga,suberosa,Fabaceae,Fabales,-0.8521429120504033,3.355502422400026,-1.3394107752210402
Inga,thibaudiana,Fabaceae,Fabales,-0.5727010274840783,2.6837575085331657,-1.0244328904938582
Inga,umbellifera,Fabaceae,Fabales,-0.8326391593785443,2.6833374305586686,-0.5510027143023635
Inga,umbratica,Fabaceae,Fabales,-0.7571525105358577,2.7750856024383683,-0.9493305859523552
Inula,conyza,Asteraceae,Asterales,-1.0966142860054366,5.288267030694535,-2.6036901857779675
Iris,japonica,Iridaceae,Asparagales,-0.8584936331479384,4.227644446633998,-2.268683539985031
Iris,versicolor,Iridaceae,Asparagales,-1.2729656758128873,4.77912349311153,-1.9661128563728327
Itea,chinensis,Iteaceae,Saxifragales,-2.126449295287177,4.703475874772215,-0.616186139423817
Ixora,intensa,Rubiaceae,Gentianales,-0.6597124044737079,2.7978909051019993,-0.9364934391916745
Ixora,panurensis,Rubiaceae,Gentianales,-0.6217571844732723,2.658159431488745,-1.1679623668029029
Juglans,mandshurica,Juglandaceae,Fagales,-1.109307392479664,4.509928105661867,-1.4811030915632717
Juglans,nigra,Juglandaceae,Fagales,-0.9446068556386568,3.168625180337588,-0.6078108166947882
Juniperus,chinensis,Cupressaceae,Cupressales,-0.6468359333520277,2.945335262735172,-1.4479784611518796
Juniperus,communis,Cupressaceae,Cupressales,-0.48752512714503554,3.3647039407232318,-1.6467554696048148
Juniperus,phoenicea,Cupressaceae,Cupressales,-0.6554661135922568,2.083632139845222,-0.4698095296842743
Juniperus,sabina,Cupressaceae,Cupressales,-0.9167908569158374,3.6432834618664827,-1.5702171992808192
Knema,erratica,Myristicaceae,Magnoliales,-0.09953414474691652,1.5463757806838323,-1.0956495628777179
Knightia,excelsa,Proteaceae,Proteales,-0.9589894864072704,3.8155490559505125,-1.6239105120981892
Koeleria,macrantha,Poaceae,Poales,-1.77009582763489,4.825694901543437,-0.8456196976236802
Koeleria,pyramidata,Poaceae,Poales,-1.099255783666613,4.111387138818783,-1.4632835214513598
Koeleria,vallesiana,Poaceae,Poales,-1.3420185427219773,4.757824312251774,-1.8848147480335848
Koelreuteria,paniculata,Sapindaceae,Sapindales,-0.8297976954497881,4.138436058611388,-2.0955709236097197
Krascheninnikovia,ceratoides,Amaranthaceae,Caryophyllales,-1.4045601699267831,4.37709589063546,-1.0781971019659335
Kubitzkia,mezii,Lauraceae,Laurales,-0.4780358009429998,2.355177543113216,-1.0847093834991182
Kunzea,ericoides,Myrtaceae,Myrtales,-0.6225334012319539,3.6755373147169257,-2.0716553118611296
Kutchubaea,oocarpa,Rubiaceae,Gentianales,-0.6753072624316143,3.2208738275308737,-1.4696759700589417
Kutchubaea,semisericea,Rubiaceae,Gentianales,-0.7678707267558817,2.89480635496403,-1.1026203100656484
Kutchubaea,sericantha,Rubiaceae,Gentianales,-0.8580218237501793,3.138099514840913,-1.0023934309275668
Lactuca,tatarica,Asteraceae,Asterales,-1.0896773246105305,4.34629184061853,-1.5453958707720703
Ladenbergia,riveroana,Rubiaceae,Gentianales,-1.0833789080275205,3.4060498507014016,-1.0420601183899925
Lamium,album,Lamiaceae,Lamiales,-1.9995219185039625,5.792156286415493,-1.5248805235952265
Larix,decidua,Pinaceae,Pinales,-0.7522353438751628,3.138117857979991,-1.3098408722234014
Larix,gmelinii,Pinaceae,Pinales,-0.7201856733404014,3.2034946328261262,-1.121066313131141
Larix,kaempferi,Pinaceae,Pinales,-0.4462871026284195,2.7847025526232927,-1.3470736479666092
Lathyrus,venosus,Fabaceae,Fabales,-0.9875182411625228,3.84651487154136,-1.637608791686511
Launaea,arborescens,Asteraceae,Asterales,-0.9779666873982497,1.8622937900490932,-0.781773763838675
Laurelia,novae-zelandiae,Atherospermataceae,Laurales,-0.04908520769049141,2.371936588214485,-2.0251282732079714
Lavandula,multifida,Lamiaceae,Lamiales,-1.0219174866741803,2.8012134656292926,-0.2364005309555176
Leonia,glycycarpa,Violaceae,Malpighiales,-0.4942963218147801,2.311196582454366,-1.0811840810176463
Lepidium,densiflorum,Brassicaceae,Brassicales,-1.7984820149888818,4.559569288282495,-0.6603573570917932
Lepidothamnus,intermedius,Podocarpaceae,Araucariales,-1.2378743560016174,3.068052935133617,-0.9942522733438669
Lepisanthes,senegalensis,Sapindaceae,Sapindales,-0.32907521754747754,2.063219476042687,-0.9076537341876774
Leptecophylla,juniperina,Ericaceae,Ericales,-2.3025850929940455,4.853591544486569,-0.342490308946776
Leptobalanus,granvillei,Chrysobalanaceae,Malpighiales,-0.5041810810473222,2.5900171341906173,-1.4524341636244356
Leptobalanus,latus,Chrysobalanaceae,Malpighiales,-0.8096809968158968,2.3933394562625097,-0.47160491061270937
Leptobalanus,longistylus,Chrysobalanaceae,Malpighiales,-0.8843076860211043,3.1250046092581303,-0.9288695140810151
Leptobalanus,octandrus,Chrysobalanaceae,Malpighiales,-0.9675840262617056,3.078693794268338,-0.5691612007789542
Leptobalanus,sprucei,Chrysobalanaceae,Malpighiales,-1.0133524447172864,3.1432898379116057,-0.7174398731289899
Leptospermum,scoparium,Myrtaceae,Myrtales,-1.0209570441025055,4.570324634660773,-1.9478129647614084
Lespedeza,bicolor,Fabaceae,Fabales,-1.406905315024015,4.931618323063865,-1.8971199848858813
Lespedeza,capitata,Fabaceae,Fabales,-0.9942522733438669,4.290459441148391,-2.0402208285265546
Lespedeza,davurica,Fabaceae,Fabales,-1.171182981502945,3.6942400603560324,-1.0788096613719298
Lespedeza,thunbergii,Fabaceae,Fabales,-1.474470052023616,4.757488255324351,-1.5672375562908314
Leymus,chinensis,Poaceae,Poales,-1.4784096500276962,4.652635663623805,-1.3625778345025745
Liatris,aspera,Asteraceae,Asterales,-0.7985076962177716,4.382026634673881,-2.5257286443082556
Licania,bracteata,Chrysobalanaceae,Malpighiales,-0.8891620644859025,2.7212954278522306,-0.6014799920341214
Licania,gracilipes,Chrysobalanaceae,Malpighiales,-0.6753072624316143,2.3832429960115,-0.4124897230451288
Licania,harlingii,Chrysobalanaceae,Malpighiales,-1.404322563639282,3.9922714666406636,-0.90976231344732
Licania,hypoleuca,Chrysobalanaceae,Malpighiales,-1.0613165039244128,3.177220149599368,-0.7765287894989963
Licania,irwinii,Chrysobalanaceae,Malpighiales,-0.4720857954500601,1.8574800408826262,-0.28040938698985357
Licania,micrantha,Chrysobalanaceae,Malpighiales,-0.4062028801950737,2.0899510344278,-0.18736189277259702
Licania,niloi,Chrysobalanaceae,Malpighiales,-0.6443570163905132,2.052840859882657,-0.6462635946610948
Licania,ovalifolia,Chrysobalanaceae,Malpighiales,-0.8866105777727444,2.515821791682429,-0.3905002679779419
Licania,parviflora,Chrysobalanaceae,Malpighiales,-0.7133498878774648,2.124653884501384,-0.4636240222816965
Licania,rodriguesii,Chrysobalanaceae,Malpighiales,-1.1488535051048565,2.4612967841488667,-0.33547273628812946
Licaria,chrysophylla,Lauraceae,Laurales,-0.40346710544549125,1.5644405465033646,-0.5762534290884459
Licaria,guianensis,Lauraceae,Laurales,-0.4764241970486583,2.254444717666111,-1.0216512475319814
Licaria,hirsuta,Lauraceae,Laurales,-0.3285040669720361,2.528125768907977,-1.4312917270506265
Licaria,macrophylla,Lauraceae,Laurales,-0.5058380822549516,2.0373166153791646,-0.8370175509796473
Licaria,oppositifolia,Lauraceae,Laurales,-0.5727010274840783,2.4150205223238337,-0.9781661355922425
Lindera,benzoin,Lauraceae,Laurales,-0.32168068860818166,2.6275930148869016,-1.5228467466374953
Lindera,communis,Lauraceae,Laurales,-0.6422397451063792,3.0405042504681306,-1.2589386471368675
Lindera,metcalfiana,Lauraceae,Laurales,-0.2318059618928631,1.8732962408781062,-1.0112072712150542
Lindera,obtusiloba,Lauraceae,Laurales,-1.3417991212333393,4.527325535091816,-1.6175351215285083
Linum,lewisii,Linaceae,Malpighiales,-1.3145319948929999,4.093923640313569,-1.252762967495368
Liquidambar,formosana,Altingiaceae,Saxifragales,-1.1894400293548808,4.180183962906685,-1.4099042264177275
Liquidambar,gracilipes,Altingiaceae,Saxifragales,-0.3331797400815809,1.5059392825684579,0.027493581820779364
Liquidambar,obovata,Altingiaceae,Saxifragales,-0.8313326538357599,3.2019616151716406,-1.3604237195562479
Liquidambar,styraciflua,Altingiaceae,Saxifragales,-0.8888541556903018,3.278105913677281,-1.7612302641932323
Liriodendron,chinense,Magnoliaceae,Magnoliales,-0.3456255002169027,2.7802003055021283,-1.774902352161632
Liriodendron,tulipifera,Magnoliaceae,Magnoliales,-0.2684360032733152,2.4089198633900644,-1.5289774511855871
Lithocarpus,bacgiangensis,Fagaceae,Fagales,-0.3720948084718618,1.8571296591728133,-0.7376292064978011
Lithocarpus,chiungchungensis,Fagaceae,Fagales,-1.5162208307229665,4.326910252115215,-0.843970070294529
Lithocarpus,cleistocarpus,Fagaceae,Fagales,-1.2941710722440847,4.231227348294458,-1.4116121691041805
Lithocarpus,clementianus,Fagaceae,Fagales,-0.8480481417779078,3.385169620584958,-1.2310014767138553
Lithocarpus,confertus,Fagaceae,Fagales,-0.6655320135269719,3.01950739220476,-1.0526833567797098
Lithocarpus,elegans,Fagaceae,Fagales,-0.4554960418451423,2.1149299175504668,-0.6267749091143985
Lithocarpus,fenestratus,Fagaceae,Fagales,-0.24702468616671794,1.82306101078712,-0.7792697682035044
Lithocarpus,fohaiensis,Fagaceae,Fagales,-0.16633010398225445,1.2616628728791348,-0.5030283483480308
Lithocarpus,lampadarius,Fagaceae,Fagales,-0.6866682144622362,2.9859786108603728,-1.1135990309764332
Lithocarpus,rigidus,Fagaceae,Fagales,-0.5811586786118981,2.732385026117004,-1.0279208605455767
Lithocarpus,variolosus,Fagaceae,Fagales,-0.4192598188768811,2.172771393234726,-0.9587205599329564
Litsea,baviensis,Lauraceae,Laurales,-0.34822503093608975,2.5664866367804233,-2.0402208285265546
Litsea,cubeba,Lauraceae,Laurales,-0.9015745480384745,3.688629422858727,-0.8675005677047231
Litsea,elongata,Lauraceae,Laurales,-0.38584632123901225,2.890697211013886,-1.2016541203857365
Litsea,glutinosa,Lauraceae,Laurales,-0.08164398904051029,1.8102357038555816,-1.3853479610977026
Litsea,ichangensis,Lauraceae,Laurales,-0.9069903646768557,4.118515873267373,-2.0546731075737443
Litsea,martabanica,Lauraceae,Laurales,-0.35934517297207497,2.302191094286748,-1.273858888894661
Litsea,mollis,Lauraceae,Laurales,-0.09570359033009865,1.758057910914437,-1.237110811369129
Litsea,panamanja,Lauraceae,Laurales,-0.14646032654325225,1.8973479584079431,-1.1961234095873623
Litsea,salicifolia,Lauraceae,Laurales,-0.2617977578626635,2.071326936519503,-1.2680478915322686
Litsea,szemaois,Lauraceae,Laurales,-0.21706829343439674,1.719708437895968,-0.941176378125575
Litsea,umbellata,Lauraceae,Laurales,-0.18069288400180925,1.7565758870937833,-1.084391490245551
Litsea,verticillata,Lauraceae,Laurales,-0.6474283949149995,2.7466296830696852,-1.0498221244986778
Lolium,arundinaceum,Poaceae,Poales,-1.3783923312240365,5.354783738658263,-2.2359160804658305
Lolium,perenne,Poaceae,Poales,-1.6102715923486495,5.545196746637025,-2.0326407225648397
Lomaria,discolor,Blechnaceae,Polypodiales,-1.0216512475319814,3.269568939183719,-1.2039728043259361
Lonicera,chrysantha,Caprifoliaceae,Dipsacales,-1.372292841484077,5.141958617938513,-2.152412908322089
Lonicera,maackii,Caprifoliaceae,Dipsacales,-1.3655929123945463,3.415317972373274,-0.23498452475624987
Lotus,corniculatus,Fabaceae,Fabales,-0.884454966842179,5.030743020890601,-3.0217686576009495
Lupinus,perennis,Fabaceae,Fabales,-1.0788096613719298,4.762173934797756,-1.1394342831883648
Lygodesmia,juncea,Asteraceae,Asterales,-0.9946577609482603,3.501256317347026,-1.0232459239083038
Macaranga,sampsonii,Euphorbiaceae,Malpighiales,-1.054157928144129,4.232890646949557,-1.4909639991923096
Machilus,breviflora,Lauraceae,Laurales,-0.5529060330219235,2.840100251714557,-1.3841901628985607
Machilus,kwangtungensis,Lauraceae,Laurales,-0.8534802654634799,3.475067230228611,-1.2039728043259361
Machilus,nanmu,Lauraceae,Laurales,-0.7322952300332957,3.344264745685408,-1.617940141667713
Machilus,oculodracontis,Lauraceae,Laurales,-0.5504908801584221,2.9566448848459443,-1.171182981502945
Machilus,robusta,Lauraceae,Laurales,-0.7361590711532363,2.8903717578961645,-1.3862943611198906
Machilus,rufipes,Lauraceae,Laurales,-0.23708754073089722,2.0366264847253297,-1.2052589833218652
Machilus,shweliensis,Lauraceae,Laurales,-0.5299728135083008,3.0410162983941356,-1.54449562165059
Machilus,tenuipilis,Lauraceae,Laurales,-0.0697074120674221,1.6596000116415617,-1.1060422123176572
Machilus,velutina,Lauraceae,Laurales,-0.7905174809562218,3.0809921175048145,-1.2729656758128873
Macropanax,undulatus,Araliaceae,Apiales,-1.3329431856228962,3.3568971227655755,-1.1394342831883648
Madhuca,endertii,Sapotaceae,Ericales,-0.22752814963203385,2.199416617504179,-1.3723914559508992
Magnolia,acuminata,Magnoliaceae,Magnoliales,-0.2921848748678007,2.7877862787541816,-1.9470107544993465
Magnolia,baillonii,Magnoliaceae,Magnoliales,-0.37071591578134555,2.6063865473257097,-1.3862943611198906
Magnolia,balansae,Magnoliaceae,Magnoliales,-0.5446582123024426,3.0037004432031678,-1.4696759700589417
Magnolia,carsonii,Magnoliaceae,Magnoliales,-0.16193086714622057,2.520012337312146,-1.8611095473628483
Magnolia,cavaleriei,Magnoliaceae,Magnoliales,-0.29785362777327734,2.7343675094195836,-1.5141277326297755
Magnolia,champaca,Magnoliaceae,Magnoliales,-0.7689057449610968,2.990719731730447,-1.2378743560016174
Magnolia,championii,Magnoliaceae,Magnoliales,-0.3528726579889938,2.973793366035237,-1.8949002281475682
Magnolia,chapensis,Magnoliaceae,Magnoliales,-0.4996109662730736,3.1461840358843185,-1.8754657623930642
Magnolia,dandyi,Magnoliaceae,Magnoliales,-0.4720857954500601,2.872999508171694,-2.0402208285265546
Magnolia,denudata,Magnoliaceae,Magnoliales,-0.4492615688452436,2.8746272518318396,-2.145581344184381
Magnolia,ernestii,Magnoliaceae,Magnoliales,-0.21873246115979747,2.6369837526683497,-1.783791299578878
Magnolia,fulva,Magnoliaceae,Magnoliales,-0.40936771337543165,2.9647574692545606,-1.4696759700589417
Magnolia,grandiflora,Magnoliaceae,Magnoliales,-1.041747653810314,2.2423041621091158,-1.6739764335716716
Magnolia,kobus,Magnoliaceae,Magnoliales,-0.6905869939695725,3.1359582662121745,-1.9853442183007204
Magnolia,lotungensis,Magnoliaceae,Magnoliales,-0.36118509941661847,2.485739636091892,-1.4271163556401458
Magnolia,macclurei,Magnoliaceae,Magnoliales,-0.5003132944279154,2.8537534081679445,-1.6212616703764404
Magnolia,macrophylla,Magnoliaceae,Magnoliales,-1.6124218098313137,2.5572273113676265,-2.0402208285265546
Magnolia,maudiae,Magnoliaceae,Magnoliales,-0.38492451787950543,2.914407621323873,-1.7339551101223432
Magnolia,odora,Magnoliaceae,Magnoliales,-0.4328714840945053,2.631255570843823,-0.9864775718400193
Magnolia,opipara,Magnoliaceae,Magnoliales,-0.5746888174329436,2.5392369943330477,-1.6607312068216509
Magnolia,stellata,Magnoliaceae,Magnoliales,-0.5863462308255771,3.2914237871246987,-2.30759763481759
Magnolia,tripetala,Magnoliaceae,Magnoliales,-0.6780381096103252,2.890204449456444,-2.0024805005437076
Magnolia,virginiana,Magnoliaceae,Magnoliales,-2.2178719549334867,3.0022112396517002,-2.1413169453979233
Magnolia,yunnanensis,Magnoliaceae,Magnoliales,-0.3274768169962273,2.847232265235547,-1.5606477482646683
Magnolia,yuyuanensis,Magnoliaceae,Magnoliales,-0.40546510810816444,3.2281658717752935,-2.0402208285265546
Mallotus,paniculatus,Euphorbiaceae,Malpighiales,-1.4447712908788664,4.575959027819343,-1.408767218790131
Malus,baccata,Rosaceae,Rosales,-0.6164642951425694,3.4129022940460625,-1.1697053324738758
Manglietia,paruicula,Magnoliaceae,Magnoliales,-0.6853972886998859,3.0828269804049246,-1.6607312068216509
Manoao,colensoi,Podocarpaceae,Araucariales,-0.7550225842780328,2.9391619220655967,-1.6607312068216509
Maquira,calophylla,Moraceae,Rosales,-0.06613980250454495,1.144222799920162,-0.9996723408132061
Maquira,coriacea,Moraceae,Rosales,-0.9996723408132061,3.3628029936748436,-1.0328245481301066
Maquira,sclerophylla,Moraceae,Rosales,-0.5691612007789542,2.2965670206684825,-0.818710403535291
Matayba,inelegans,Sapindaceae,Sapindales,-0.7810186482912939,2.8388970233456394,-0.8435091587011413
Matayba,peruviana,Sapindaceae,Sapindales,-1.2803140375826587,3.3272012310510437,-0.5315765680726424
Matteuccia,struthiopteris,Onocleaceae,Polypodiales,-1.0702192005588047,4.884392968912748,-2.208913003217808
Maytenus,schippii,Celastraceae,Celastrales,-0.29536004344466127,1.9193782260458543,-1.0665711150129868
Medicago,minima,Fabaceae,Fabales,-1.3586791940869172,5.342334251964811,-2.0955709236097197
Medicago,ruthenica,Fabaceae,Fabales,-1.3470736479666092,4.1892000932347795,-1.2378743560016172
Medicago,sativa,Fabaceae,Fabales,-0.973566800576342,5.764768430399355,-3.772474303178351
Melicope,pteleifolia,Rutaceae,Sapindales,-1.3705391291753843,4.576667825515379,-1.5606477482646683
Melicytus,ramiflorus,Violaceae,Malpighiales,-0.7467765347450437,4.038309379748019,-2.117560514185627
Melilotus,officinalis,Fabaceae,Fabales,-1.2378743560016174,4.605170185988092,-1.8971199848858813
Memecylon,nigrescens,Melastomataceae,Myrtales,-1.0070928422599947,3.9801804703770074,-0.9836427217725175
Meriania,franciscana,Melastomataceae,Myrtales,-0.5301282750522586,2.749451630173837,-1.2991370331774528
Metasequoia,glyptostroboides,Cupressaceae,Cupressales,-0.4115954322065589,2.696246804765789,-1.5350211260041302
Metrosideros,diffusa,Myrtaceae,Myrtales,-1.7719568419318752,4.439115601658009,-0.6931471805599453
Metrosideros,excelsa,Myrtaceae,Myrtales,-0.7215809492224928,3.1890902893846174,-1.4407670616598496
Metrosideros,fulgens,Myrtaceae,Myrtales,-1.6607312068216509,4.33729074083249,-0.7765287894989963
Metrosideros,robusta,Myrtaceae,Myrtales,-0.8516740887881828,3.8622916936231837,-1.8442967734660731
Metrosideros,umbellata,Myrtaceae,Myrtales,-1.0356374895067213,3.4657359027997265,-1.07880966137193
Mezilaurus,ita-uba,Lauraceae,Laurales,-0.3624056186477175,2.558776498354456,-1.5186835491656363
Miconia,calophylla,Melastomataceae,Myrtales,-0.6888923685241213,3.210094942307702,-1.411351947785198
Miconia,crebribullata,Melastomataceae,Myrtales,-0.08981530432236398,1.658894330987733,-1.2373747291117831
Miconia,dolichorrhyncha,Melastomataceae,Myrtales,-1.0111510128981152,3.5569680209320085,-1.2926251706387222
Miconia,jahnii,Melastomataceae,Myrtales,-0.773237411848822,2.827159032490558,-0.8524998376008514
